<__main__.circle object at 0x000002856B18BFD0>,3.14,6.28
<__main__.circle object at 0x0000018BFFE2BFD0>,3.14,6.28
1,3.14,6.28
1,3.14,6.28
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,3.14,6.28
2,12.56,12.56
3,28.259999999999998,18.84
4,50.24,25.12
5,78.5,31.400000000000002
6,113.03999999999999,37.68
7,153.86,43.96
8,200.96,50.24
9,254.34,56.52
10,314.0,62.800000000000004
11,379.94,69.08
12,452.15999999999997,75.36
13,530.66,81.64
14,615.44,87.92
15,706.5,94.2
16,803.84,100.48
17,907.46,106.76
18,1017.36,113.04
19,1133.54,119.32000000000001
20,1256.0,125.60000000000001
21,1384.74,131.88
22,1519.76,138.16
23,1661.06,144.44
24,1808.6399999999999,150.72
25,1962.5,157.0
26,2122.64,163.28
27,2289.06,169.56
28,2461.76,175.84
29,2640.7400000000002,182.12
30,2826.0,188.4
31,3017.54,194.68
32,3215.36,200.96
33,3419.46,207.24
34,3629.84,213.52
35,3846.5,219.8
36,4069.44,226.08
37,4298.66,232.36
38,4534.16,238.64000000000001
39,4775.9400000000005,244.92000000000002
40,5024.0,251.20000000000002
41,5278.34,257.48
42,5538.96,263.76
43,5805.860000000001,270.04
44,6079.04,276.32
45,6358.500000000001,282.6
46,6644.24,288.88
47,6936.26,295.16
48,7234.5599999999995,301.44
49,7539.14,307.72
50,7850.0,314.0
51,8167.14,320.28000000000003
52,8490.56,326.56
53,8820.26,332.84000000000003
54,9156.24,339.12
55,9498.500000000002,345.40000000000003
56,9847.04,351.68
57,10201.86,357.96000000000004
58,10562.960000000001,364.24
59,10930.340000000002,370.52000000000004
60,11304.0,376.8
61,11683.94,383.08000000000004
62,12070.16,389.36
63,12462.660000000002,395.64000000000004
64,12861.44,401.92
65,13266.5,408.2
66,13677.84,414.48
67,14095.46,420.76
68,14519.36,427.04
69,14949.539999999999,433.32
70,15386.0,439.6
71,15828.74,445.88
72,16277.76,452.16
73,16733.06,458.44
74,17194.64,464.72
75,17662.5,471.0
76,18136.64,477.28000000000003
77,18617.06,483.56
78,19103.760000000002,489.84000000000003
79,19596.74,496.12
80,20096.0,502.40000000000003
81,20601.54,508.68
82,21113.36,514.96
83,21631.46,521.24
84,22155.84,527.52
85,22686.500000000004,533.8000000000001
86,23223.440000000002,540.08
87,23766.66,546.36
88,24316.16,552.64
89,24871.940000000002,558.9200000000001
90,25434.000000000004,565.2
91,26002.34,571.48
92,26576.96,577.76
93,27157.860000000004,584.0400000000001
94,27745.04,590.32
95,28338.5,596.6
96,28938.239999999998,602.88
97,29544.26,609.16
98,30156.56,615.44
99,30775.140000000003,621.72
100,31400.0,628.0
